ST_FIPS,CONTROL,PREDDEG,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,LATITUDE,LONGITUDE
Alaska,Private For-profit,Certificate,0.3663,0.106,0.0892,0.2048,0.1301,0.0169,0.0699,0.0,0.0169,61.181443,-149.856954
New York,Public,Associate degree,0.1034,0.2766,0.3458,0.2048,0.0033,0.0031,0.0138,0.0493,0.0,40.695483,-73.987856
California,Private Nonprofit,Certificate,0.4091,0.2045,0.1136,0.2045,0.0,0.0,0.0682,0.0,0.0,32.721303,-117.16679
New Jersey,Private For-profit,Certificate,0.2535,0.3028,0.2042,0.2042,0.0,0.0,0.0282,0.0,0.007,40.561771,-74.325692
California,Private For-profit,Associate degree,0.3605,0.0,0.4354,0.2041,0.0,0.0,0.0,0.0,0.0,34.197566,-118.601794
California,Public,Associate degree,0.3624,0.0472,0.2782,0.2037,0.004,0.0075,0.0671,0.0047,0.0253,32.909757,-117.120261
Virginia,Public,Bachelor's degree,0.3944,0.1129,0.1511,0.2023,0.001,0.0025,0.0498,0.0538,0.032,38.829976,-77.307428
California,Public,Associate degree,0.3492,0.0409,0.3088,0.2012,0.0015,0.005,0.0721,0.0144,0.0071,37.710873,-121.80058
California,Public,Associate degree,0.3149,0.0974,0.3086,0.2008,0.0058,0.0041,0.0475,0.0113,0.0096,33.715634,-117.929143
California,Public,Bachelor's degree,0.2567,0.0597,0.3231,0.2007,0.0026,0.0073,0.0619,0.0328,0.0552,38.559415,-121.423549
New York,Private Nonprofit,Certificate,0.7333,0.0667,0.0,0.2,0.0,0.0,0.0,0.0,0.0,40.764128,-73.956143
California,Private For-profit,Certificate,0.1385,0.3692,0.2308,0.2,0.0,0.0,0.0308,0.0,0.0308,33.932121,-118.369774
California,Private For-profit,Certificate,0.1084,0.0312,0.3103,0.1987,0.0049,0.0197,0.0164,0.0066,0.3038,33.774741,-117.938395
Washington,Public,Bachelor's degree,0.3962,0.0945,0.1466,0.1962,0.0082,0.0126,0.0914,0.0369,0.0174,47.244594,-122.438541
California,Private For-profit,Certificate,0.1959,0.2062,0.3608,0.1959,0.0,0.0,0.0412,0.0,0.0,33.854769,-118.291723
California,Private For-profit,Associate degree,0.2098,0.0187,0.2724,0.1951,0.0203,0.0146,0.0959,0.0,0.1732,33.678879,-117.857636
California,Private Nonprofit,Bachelor's degree,0.2293,0.0732,0.262,0.1946,0.0039,0.0125,0.0867,0.025,0.1127,38.570585,-122.440308
California,Public,Bachelor's degree,0.0963,0.045,0.543,0.1941,0.0013,0.0065,0.0321,0.0766,0.0051,37.366237,-120.424944
New York,Private Nonprofit,Bachelor's degree,0.3652,0.0687,0.1353,0.1938,0.0037,0.0009,0.0471,0.1052,0.0801,42.4472,-76.483084
California,Public,Associate degree,0.1063,0.172,0.4384,0.1924,0.0016,0.0046,0.0563,0.0226,0.0058,37.969381,-122.337377
Massachusetts,Private Nonprofit,Bachelor's degree,0.4054,0.0803,0.1133,0.1922,0.0024,0.0009,0.0687,0.1176,0.0191,42.374471,-71.118313
Illinois,Private Nonprofit,Bachelor's degree,0.393,0.0518,0.1368,0.1918,0.0011,0.0002,0.0645,0.1397,0.0211,41.787994,-87.599539
California,Public,Associate degree,0.2656,0.0986,0.3265,0.1913,0.0026,0.0111,0.0674,0.0249,0.012,38.541096,-121.491139
Illinois,Public,Bachelor's degree,0.4422,0.0604,0.1203,0.1895,0.0005,0.0008,0.0332,0.1472,0.0057,40.104718,-88.229114
New York,Private Nonprofit,Bachelor's degree,0.2805,0.0716,0.1508,0.1889,0.0016,0.0016,0.0446,0.2048,0.0557,40.729452,-73.997264
California,Private Nonprofit,Associate degree,0.3714,0.0743,0.36,0.1886,0.0,0.0057,0.0,0.0,0.0,34.192829,-118.457781
California,Private Nonprofit,Bachelor's degree,0.3138,0.035,0.1986,0.1885,0.0023,0.0045,0.1061,0.0937,0.0576,34.106515,-117.709837
California,Public,Certificate,0.1671,0.2447,0.297,0.1885,0.0029,0.0035,0.0582,0.0008,0.0372,37.789088,-122.167335
California,Private For-profit,Certificate,0.2017,0.0367,0.51,0.1883,0.0033,0.0,0.0533,0.0,0.0067,34.149771,-118.254719
Connecticut,Private Nonprofit,Bachelor's degree,0.4231,0.0753,0.1338,0.1882,0.0047,0.0007,0.0615,0.1083,0.0044,41.311158,-72.926688
California,Private For-profit,Certificate,0.325,0.1875,0.3,0.1875,0.0,0.0,0.0,0.0,0.0,38.007885,-121.308445
Washington,Public,Certificate,0.3807,0.1568,0.131,0.1872,0.0055,0.0101,0.0616,0.0086,0.0585,47.489206,-122.176303
Minnesota,Public,Associate degree,0.5339,0.1103,0.0892,0.1865,0.0031,0.0005,0.0468,0.0212,0.0086,45.041823,-92.982105
California,Public,Associate degree,0.4026,0.0243,0.3005,0.1862,0.0021,0.0019,0.0633,0.0079,0.0113,37.26398,-122.008324
New York,Public,Bachelor's degree,0.3507,0.2512,0.1422,0.1848,0.0,0.0,0.0427,0.0,0.0284,40.653855,-73.945535
New York,Private For-profit,Certificate,0.3505,0.1028,0.2313,0.1846,0.007,0.0023,0.0257,0.0,0.0958,40.720817,-74.00009
Connecticut,Public,Bachelor's degree,0.4255,0.1533,0.1705,0.1834,0.0029,0.0,0.033,0.015,0.0165,41.762673,-72.672175
California,Private For-profit,Certificate,0.5,0.0732,0.1585,0.1829,0.0122,0.0122,0.0366,0.0,0.0244,38.604405,-121.383597
Texas,Public,Bachelor's degree,0.3291,0.1158,0.3138,0.1827,0.0028,0.0014,0.0251,0.0209,0.0084,29.702873,-95.403183
New York,Private Nonprofit,Bachelor's degree,0.2634,0.0969,0.1707,0.1821,0.0022,0.0047,0.0462,0.1595,0.0743,40.812447,-73.6078
New York,Private Nonprofit,Bachelor's degree,0.5718,0.0537,0.063,0.182,0.0012,0.0,0.0128,0.0548,0.0607,42.650371,-73.779063
Kentucky,Private For-profit,Certificate,0.5,0.3182,0.0,0.1818,0.0,0.0,0.0,0.0,0.0,37.703008,-85.882526
California,Private For-profit,Certificate,0.0852,0.0682,0.5341,0.1818,0.0114,0.0,0.0,0.1136,0.0057,33.860528,-118.143809
California,Private For-profit,Certificate,0.3274,0.0221,0.146,0.1814,0.0044,0.0088,0.0575,0.1062,0.146,34.089501,-118.329083
California,Private Nonprofit,Bachelor's degree,0.4879,0.0241,0.2099,0.1801,0.0071,0.0057,0.0284,0.044,0.0128,33.561448,-117.772564
Rhode Island,Private Nonprofit,Bachelor's degree,0.2959,0.0371,0.0908,0.18,0.002,0.0,0.0537,0.3039,0.0366,41.825935,-71.407692
California,Private For-profit,Certificate,0.0256,0.0641,0.7308,0.1795,0.0,0.0,0.0,0.0,0.0,33.91871,-118.062402
California,Private For-profit,Certificate,0.3699,0.0347,0.185,0.1792,0.0,0.0173,0.1387,0.0058,0.0694,34.144829,-118.139351
California,Public,Bachelor's degree,0.3066,0.0207,0.261,0.179,0.0012,0.001,0.0823,0.1234,0.0247,34.416297,-119.846426
Texas,Private Nonprofit,Bachelor's degree,0.2602,0.439,0.0407,0.1789,0.0,0.0,0.0,0.065,0.0163,39.779662,-86.039961
Minnesota,Public,Certificate,0.3228,0.3458,0.0873,0.1788,0.0045,0.0008,0.0536,0.0015,0.0049,44.949186,-93.109646
California,Public,Associate degree,0.1015,0.0365,0.6294,0.1787,0.0013,0.0024,0.0305,0.0167,0.003,34.047764,-117.846629
Iowa,Private Nonprofit,Bachelor's degree,0.0179,0.0179,0.0,0.1786,0.0,0.0,0.0,0.7679,0.0179,42.441721,-90.934578
California,Private For-profit,Certificate,0.1122,0.1633,0.5306,0.1786,0.0051,0.0102,0.0,0.0,0.0,33.786223,-117.960413
New Jersey,Public,Bachelor's degree,0.2186,0.1968,0.2889,0.1784,0.0005,0.0027,0.0263,0.0624,0.0255,40.739122,-74.175809
Pennsylvania,Private Nonprofit,Bachelor's degree,0.5175,0.0689,0.0658,0.1781,0.0008,0.0024,0.0368,0.1079,0.0219,39.955217,-75.190051
California,Private For-profit,Certificate,0.0208,0.0938,0.6667,0.1771,0.0,0.0,0.0313,0.0104,0.0,37.705502,-122.461467
California,Private For-profit,Bachelor's degree,0.5841,0.0354,0.1593,0.177,0.0177,0.0,0.0177,0.0,0.0088,38.596193,-121.278258
Maryland,Private For-profit,Certificate,0.3529,0.2353,0.1765,0.1765,0.0588,0.0,0.0,0.0,0.0,39.4448,-76.624983
New York,Public,Associate degree,0.0975,0.1719,0.4436,0.1759,0.0041,0.0028,0.0149,0.0893,0.0,40.7445,-73.935057
California,Private For-profit,Certificate,0.0702,0.5789,0.1228,0.1754,0.0,0.0,0.0351,0.0,0.0175,38.473648,-121.431533
California,Public,Associate degree,0.1976,0.0782,0.4787,0.1751,0.0039,0.0045,0.0521,0.005,0.0049,37.995129,-121.318266
California,Private Nonprofit,Bachelor's degree,0.4532,0.0255,0.2132,0.1748,0.0017,0.0065,0.0612,0.03,0.034,33.906203,-118.014374
Maryland,Public,Bachelor's degree,0.4965,0.1164,0.0961,0.1747,0.0011,0.0006,0.0442,0.0475,0.0229,38.988178,-76.944721
New York,Private Nonprofit,Bachelor's degree,0.3612,0.0699,0.1347,0.1739,0.0052,0.001,0.0582,0.1736,0.0223,40.808286,-73.961885
Illinois,Private For-profit,Certificate,0.3043,0.1449,0.087,0.1739,0.0,0.0,0.0,0.2899,0.0,42.059097,-87.74816
Illinois,Private Nonprofit,Bachelor's degree,0.4546,0.0594,0.1252,0.1734,0.0009,0.0001,0.0568,0.0921,0.0375,42.050356,-87.679858
Texas,Private For-profit,Bachelor's degree,0.2412,0.3157,0.1982,0.173,0.0025,0.0051,0.0631,0.0,0.0013,32.82746,-96.873805
California,Public,Associate degree,0.3541,0.0562,0.2637,0.1717,0.0013,0.0042,0.0846,0.0601,0.0041,37.968516,-122.073142
New York,Private For-profit,Certificate,0.2571,0.2667,0.2571,0.1714,0.0095,0.0,0.0381,0.0,0.0,40.62318,-74.028581
California,Private For-profit,Certificate,0.1132,0.3019,0.3208,0.1698,0.0,0.0189,0.0,0.0,0.0755,38.025552,-121.29453
Maryland,Public,Bachelor's degree,0.4675,0.1951,0.0841,0.1682,0.0011,0.0,0.0437,0.0314,0.009,39.286864,-76.623983
Illinois,Private Nonprofit,Bachelor's degree,0.2902,0.1866,0.2384,0.1676,0.0054,0.0041,0.0409,0.0027,0.064,41.90748,-87.685291
California,Private Nonprofit,Bachelor's degree,0.1224,0.0714,0.4826,0.1657,0.0036,0.0138,0.0366,0.1026,0.0012,33.910704,-117.500054
California,Private For-profit,Certificate,0.337,0.1271,0.1436,0.1657,0.0442,0.0276,0.105,0.0,0.0497,37.962649,-122.072153
Pennsylvania,Private Nonprofit,Bachelor's degree,0.386,0.0764,0.1295,0.1652,0.0026,0.0013,0.0699,0.1321,0.0369,39.905159,-75.354278
California,Private For-profit,Associate degree,0.3624,0.0688,0.211,0.1651,0.0138,0.0275,0.0505,0.0459,0.055,37.786353,-122.406651
California,Private Nonprofit,Bachelor's degree,0.5296,0.0401,0.1355,0.1651,0.0,0.0019,0.0506,0.0487,0.0286,34.104147,-117.711294
Missouri,Private Nonprofit,Bachelor's degree,0.5098,0.0901,0.0935,0.1642,0.0004,0.0007,0.0474,0.0749,0.0189,38.647929,-90.310604
California,Private Nonprofit,Bachelor's degree,0.4856,0.0302,0.1804,0.1637,0.0013,0.0022,0.0738,0.0416,0.0213,37.348362,-121.93784
Minnesota,Private For-profit,Associate degree,0.6815,0.0963,0.0593,0.163,0.0,0.0,0.0,0.0,0.0,45.006831,-93.173041
California,Public,Certificate,0.3156,0.0498,0.3754,0.1628,0.0,0.0022,0.0089,0.0,0.0853,34.044112,-117.979559
Pennsylvania,Private For-profit,Certificate,0.2326,0.3488,0.1163,0.1628,0.0233,0.0,0.093,0.0,0.0233,40.274759,-76.827573
Minnesota,Public,Bachelor's degree,0.4815,0.2098,0.0663,0.1627,0.0053,0.0015,0.0446,0.0257,0.0025,44.957256,-93.074361
Hawaii,Public,Bachelor's degree,0.1895,0.0116,0.1589,0.1623,0.003,0.091,0.3364,0.0425,0.0048,19.701189,-155.080847
Texas,Public,Associate degree,0.1699,0.1912,0.4034,0.1622,0.0028,0.0022,0.0181,0.0087,0.0414,32.871872,-96.967098
New York,Private For-profit,Certificate,0.0401,0.0,0.7977,0.1622,0.0,0.0,0.0,0.0,0.0,40.749711,-73.986929
Hawaii,Public,Associate degree,0.1381,0.002,0.172,0.1619,0.0015,0.085,0.4168,0.0192,0.0035,19.704756,-155.069653
Washington,Private Nonprofit,Bachelor's degree,0.423,0.0308,0.126,0.1615,0.0028,0.0086,0.0834,0.1072,0.0567,47.608859,-122.318851
California,Private Nonprofit,Bachelor's degree,0.0766,0.0647,0.6109,0.1609,0.0034,0.0055,0.0158,0.0009,0.0613,34.085315,-118.482879
Texas,Public,Bachelor's degree,0.4529,0.0797,0.2417,0.1607,0.0,0.0027,0.0266,0.0133,0.0226,29.310758,-94.775956
Minnesota,Private For-profit,Certificate,0.68,0.08,0.08,0.16,0.0,0.0,0.0,0.0,0.0,44.067621,-92.504273
Massachusetts,Private Nonprofit,Bachelor's degree,0.3741,0.0412,0.1144,0.1595,0.0005,0.0013,0.0396,0.2139,0.0555,42.351118,-71.107942
California,Private For-profit,Associate degree,0.3154,0.3003,0.1728,0.1594,0.0084,0.0185,0.0101,0.0,0.0151,38.587784,-121.415767
Illinois,Private Nonprofit,Certificate,0.0909,0.1136,0.5682,0.1591,0.0,0.0,0.0227,0.0455,0.0,42.052481,-88.004207
Nevada,Public,Bachelor's degree,0.3016,0.0764,0.3043,0.1588,0.0031,0.0089,0.1081,0.0347,0.0041,36.106047,-115.138462
Hawaii,Private Nonprofit,Bachelor's degree,0.1746,0.0635,0.1349,0.1587,0.0,0.2302,0.2063,0.0317,0.0,21.328198,-157.888379
Virginia,Public,Associate degree,0.3187,0.1718,0.2441,0.1586,0.0024,0.004,0.0426,0.0417,0.0161,38.833361,-77.236718
New York,Private For-profit,Certificate,0.0132,0.7632,0.0395,0.1579,0.0132,0.0132,0.0,0.0,0.0,40.770561,-73.836391
Washington,Public,Associate degree,0.3966,0.0484,0.1126,0.1578,0.0046,0.0052,0.1003,0.0983,0.0762,47.584014,-122.150118
California,Private Nonprofit,Bachelor's degree,0.1765,0.0588,0.2059,0.1569,0.0,0.0196,0.0196,0.0784,0.2843,37.382216,-122.187437
Minnesota,Public,Associate degree,0.4045,0.26,0.0885,0.1563,0.0035,0.0,0.0561,0.0227,0.0083,45.106937,-93.374536
California,Private For-profit,Associate degree,0.055,0.0459,0.7339,0.156,0.0,0.0092,0.0,0.0,0.0,33.87475,-118.100169
California,Public,Certificate,0.4138,0.0603,0.3534,0.1552,0.0172,0.0,0.0,0.0,0.0,37.968852,-122.026805
Rhode Island,Private Nonprofit,Bachelor's degree,0.4295,0.0644,0.1146,0.1545,0.0036,0.0015,0.0621,0.1112,0.0586,41.82617,-71.40385
California,Private Nonprofit,Bachelor's degree,0.3077,0.1538,0.3846,0.1538,0.0,0.0,0.0,0.0,0.0,36.749366,-119.711123
New York,Private Nonprofit,Bachelor's degree,0.4072,0.1604,0.1109,0.1537,0.0046,0.0026,0.054,0.0504,0.0562,40.722523,-73.796104
New Hampshire,Private Nonprofit,Bachelor's degree,0.5067,0.0603,0.0995,0.1535,0.0172,0.003,0.0533,0.0935,0.013,43.704115,-72.289949
New Jersey,Private For-profit,Certificate,0.4565,0.0965,0.2306,0.1529,0.0,0.0118,0.0494,0.0,0.0024,40.56114,-74.437251
California,Private Nonprofit,Bachelor's degree,0.2044,0.0454,0.1376,0.1521,0.0034,0.0048,0.0,0.4143,0.0379,37.767485,-122.399451
New Jersey,Public,Associate degree,0.2719,0.121,0.3534,0.152,0.0029,0.0018,0.0245,0.0201,0.0523,40.504728,-74.366544
California,Private Nonprofit,Bachelor's degree,0.4911,0.0518,0.1435,0.1518,0.0,0.0026,0.0838,0.0618,0.0136,34.127124,-118.210908
California,Public,Associate degree,0.279,0.1328,0.3146,0.1518,0.0034,0.0066,0.0975,0.0026,0.0117,38.235881,-122.122368
Hawaii,Private Nonprofit,Bachelor's degree,0.2509,0.0652,0.1636,0.1516,0.0041,0.0184,0.1864,0.1146,0.0453,21.310306,-157.859645
Massachusetts,Private Nonprofit,Bachelor's degree,0.435,0.1073,0.1283,0.1509,0.0049,0.0,0.0679,0.0814,0.0243,42.372459,-72.518493
Illinois,Private Nonprofit,Bachelor's degree,0.3635,0.0516,0.1652,0.1508,0.0003,0.0,0.039,0.1949,0.0345,41.8313,-87.627321
Washington,Public,Associate degree,0.2892,0.1195,0.119,0.1498,0.004,0.0064,0.1171,0.1166,0.0784,47.5475,-122.352672
New York,Public,Bachelor's degree,0.4736,0.0795,0.0741,0.1496,0.0031,0.0006,0.0231,0.1501,0.0463,43.000942,-78.789458
Texas,Private For-profit,Bachelor's degree,0.2272,0.3402,0.2139,0.1495,0.0,0.0036,0.0085,0.0061,0.051,29.838386,-95.560414
Washington,Public,Associate degree,0.2747,0.12,0.1414,0.1494,0.0055,0.0138,0.127,0.0816,0.0866,47.388231,-122.303064
California,Private Nonprofit,Bachelor's degree,0.3422,0.0962,0.1769,0.1491,0.0039,0.0026,0.0691,0.1143,0.0458,34.099027,-117.714556
Missouri,Private Nonprofit,Bachelor's degree,0.6623,0.0818,0.029,0.1478,0.0026,0.0026,0.029,0.0343,0.0106,38.636904,-90.260617
Texas,Public,Associate degree,0.2014,0.207,0.3642,0.1476,0.0032,0.0015,0.017,0.0047,0.0534,32.922135,-96.730498
California,Public,Associate degree,0.3426,0.0367,0.3646,0.1469,0.0082,0.0035,0.0626,0.0267,0.0082,39.126536,-121.53964
Michigan,Public,Bachelor's degree,0.5853,0.0427,0.0633,0.1468,0.0012,0.0005,0.0443,0.07,0.046,42.275921,-83.742769
Texas,Private For-profit,Certificate,0.1798,0.1518,0.4821,0.1467,0.0026,0.0,0.0268,0.0,0.0102,29.78295,-95.548461
New York,Private Nonprofit,Bachelor's degree,0.5154,0.0575,0.1173,0.1463,0.0023,0.0008,0.0598,0.0974,0.0031,40.810098,-73.963346
California,Private For-profit,Bachelor's degree,0.0923,0.0308,0.3615,0.1462,0.0077,0.0154,0.1,0.1538,0.0923,34.142704,-117.987321
New Jersey,Private Nonprofit,Bachelor's degree,0.6433,0.0219,0.1137,0.1459,0.0009,0.0,0.0,0.0351,0.0392,40.744776,-74.025334
New Jersey,Private Nonprofit,Certificate,0.4106,0.0464,0.1523,0.1457,0.0132,0.0132,0.1656,0.0,0.053,40.883076,-74.010748
Illinois,Private Nonprofit,Bachelor's degree,0.4194,0.0858,0.175,0.1456,0.0067,0.0045,0.0,0.0067,0.1564,41.777569,-88.097307
Pennsylvania,Public,Bachelor's degree,0.4298,0.1211,0.1119,0.1455,0.0014,0.0011,0.0334,0.1404,0.0155,40.11683,-75.109083
Virginia,Public,Bachelor's degree,0.571,0.068,0.0649,0.145,0.0012,0.001,0.0466,0.0426,0.0597,38.035665,-78.503428
New York,Public,Bachelor's degree,0.5728,0.0515,0.1145,0.1447,0.0007,0.0004,0.0249,0.0756,0.0149,42.087868,-75.966889
California,Public,Associate degree,0.311,0.0665,0.3787,0.1443,0.0034,0.0061,0.0631,0.0118,0.0152,32.803825,-117.169165
Virginia,Private For-profit,Certificate,0.1702,0.3617,0.1436,0.1436,0.0,0.0106,0.1489,0.0,0.0213,38.794493,-77.514594
New York,Private For-profit,Certificate,0.0079,0.3968,0.2937,0.1429,0.0079,0.0,0.0714,0.0,0.0794,40.704694,-73.796295
Florida,Private Nonprofit,Bachelor's degree,0.3714,0.0571,0.3714,0.1429,0.0,0.0,0.0,0.0571,0.0,26.121964,-80.142235
Washington,Private For-profit,Certificate,0.4004,0.1087,0.2093,0.1429,0.0161,0.004,0.0664,0.0,0.0523,47.469017,-122.211383
California,Private For-profit,Certificate,0.1723,0.1471,0.1849,0.1429,0.0252,0.0462,0.105,0.0,0.1765,37.468594,-121.92135
Florida,Private For-profit,Certificate,0.4286,0.0,0.4286,0.1429,0.0,0.0,0.0,0.0,0.0,26.248045,-80.100676
Minnesota,Public,Bachelor's degree,0.6513,0.0886,0.0694,0.1426,0.0019,0.0,0.025,0.0058,0.0154,44.022339,-92.463471
Massachusetts,Private Nonprofit,Associate degree,0.0399,0.1627,0.642,0.142,0.0,0.0,0.0,0.0,0.0133,42.352922,-71.0642
New York,Private For-profit,Certificate,0.3561,0.1136,0.2727,0.142,0.0,0.0038,0.017,0.0947,0.0,40.712449,-74.015637
Georgia,Public,Bachelor's degree,0.2272,0.4152,0.1158,0.1417,0.0009,0.0005,0.0638,0.0268,0.0081,33.7527,-84.38667
California,Public,Associate degree,0.2371,0.0329,0.4483,0.1412,0.0008,0.0125,0.0427,0.0616,0.0228,37.44877,-122.265398
Oregon,Private Nonprofit,Bachelor's degree,0.5704,0.0144,0.1288,0.1408,0.0029,0.0168,0.0812,0.0258,0.0189,45.572724,-122.726691
California,Private For-profit,Associate degree,0.375,0.0625,0.25,0.1406,0.0313,0.0469,0.0,0.0313,0.0625,33.691963,-117.852254
Massachusetts,Private Nonprofit,Bachelor's degree,0.4613,0.0527,0.083,0.1403,0.0006,0.0017,0.0347,0.1999,0.0259,42.365727,-71.260155
Massachusetts,Private Nonprofit,Bachelor's degree,0.4523,0.0387,0.0842,0.14,0.0004,0.0002,0.0432,0.1781,0.0628,42.339992,-71.088782
Virginia,Private For-profit,Certificate,0.3443,0.3115,0.1066,0.1393,0.0082,0.0,0.0902,0.0,0.0,38.873422,-77.160302
Tennessee,Private Nonprofit,Bachelor's degree,0.4537,0.108,0.0997,0.1392,0.0045,0.0034,0.0561,0.0876,0.0478,36.14659,-86.803369
California,Private For-profit,Associate degree,0.4306,0.0486,0.2431,0.1389,0.0,0.0069,0.0903,0.0,0.0417,32.76373,-117.063483
Kentucky,Private For-profit,Certificate,0.2222,0.5,0.1389,0.1389,0.0,0.0,0.0,0.0,0.0,38.144782,-85.838494
New York,Private For-profit,Associate degree,0.2105,0.1184,0.2434,0.1382,0.0,0.0,0.0263,0.0066,0.2566,40.7088,-74.006721
Massachusetts,Private Nonprofit,Bachelor's degree,0.4912,0.0235,0.1059,0.1382,0.0,0.0,0.0912,0.0765,0.0735,42.293527,-71.263378
California,Private For-profit,Certificate,0.2414,0.1034,0.5172,0.1379,0.0,0.0,0.0,0.0,0.0,33.904942,-118.068412
Virginia,Public,Bachelor's degree,0.4475,0.1965,0.1016,0.1376,0.0017,0.0011,0.0692,0.0291,0.0157,37.54962,-77.452697
California,Private For-profit,Certificate,0.1206,0.0353,0.6122,0.1373,0.0074,0.0037,0.0167,0.0,0.0668,37.368642,-121.969541
Virginia,Private For-profit,Certificate,0.4706,0.1667,0.0588,0.1373,0.0,0.0,0.1667,0.0,0.0,38.949679,-77.336748
California,Public,Associate degree,0.1895,0.0279,0.5582,0.1372,0.0024,0.0027,0.0333,0.0129,0.036,33.875514,-117.918255
New York,Private For-profit,Bachelor's degree,0.2164,0.0393,0.1029,0.137,0.0003,0.0,0.0005,0.4679,0.0357,40.738809,-73.982359
California,Private Nonprofit,Associate degree,0.1971,0.1616,0.3666,0.1367,0.0053,0.0342,0.0552,0.0,0.0434,32.835221,-117.166966
Massachusetts,Public,Bachelor's degree,0.3371,0.1714,0.1651,0.1366,0.0011,0.0002,0.0328,0.107,0.0486,42.312881,-71.036865
Missouri,Private For-profit,Certificate,0.8636,0.0,0.0,0.1364,0.0,0.0,0.0,0.0,0.0,38.527717,-90.364232
Georgia,Private Nonprofit,Bachelor's degree,0.0,0.0,0.0,0.1364,0.0,0.0,0.0,0.7818,0.0818,33.971966,-84.07814
California,Public,Associate degree,0.2844,0.051,0.4449,0.1361,0.0027,0.0039,0.0647,0.0037,0.0088,38.274081,-122.274381
New York,Private Nonprofit,Bachelor's degree,0.5058,0.0402,0.0938,0.136,0.0015,0.0002,0.0598,0.1487,0.0141,42.729978,-73.676646
California,Private For-profit,Associate degree,0.6196,0.0163,0.1413,0.1359,0.0,0.0054,0.0489,0.0326,0.0,33.641393,-117.865722
New Jersey,Private For-profit,Associate degree,0.2169,0.2712,0.3424,0.1356,0.0034,0.0034,0.0,0.0034,0.0237,40.735178,-74.060452
Michigan,Private Nonprofit,Bachelor's degree,0.2694,0.191,0.1487,0.1351,0.0027,0.0027,0.0477,0.1774,0.0252,41.963859,-86.355815
California,Private Nonprofit,Associate degree,0.0429,0.3681,0.3313,0.135,0.0,0.0,0.0429,0.0184,0.0613,33.925658,-118.242791
Hawaii,Public,Associate degree,0.1459,0.0117,0.1852,0.135,0.0008,0.0562,0.4568,0.0042,0.0042,21.407051,-157.813307
California,Public,Bachelor's degree,0.3367,0.04,0.3151,0.1347,0.0035,0.0023,0.0656,0.0647,0.0374,32.77525,-117.071228
California,Private For-profit,Certificate,0.1053,0.0357,0.5267,0.1345,0.0032,0.0032,0.0227,0.0,0.1686,34.186407,-118.403627
New Jersey,Private For-profit,Certificate,0.2444,0.5111,0.1111,0.1333,0.0,0.0,0.0,0.0,0.0,40.696519,-74.268253
California,Private Nonprofit,Bachelor's degree,0.1893,0.035,0.1192,0.1332,0.0,0.0047,0.0584,0.4393,0.021,33.554546,-117.735344
California,Private For-profit,Certificate,0.2471,0.1225,0.4019,0.1329,0.0052,0.0156,0.0436,0.0,0.0312,37.976815,-121.801607
California,Public,Bachelor's degree,0.5424,0.0079,0.1708,0.1327,0.0014,0.0019,0.0764,0.021,0.0456,35.299513,-120.657311
Pennsylvania,Private Nonprofit,Bachelor's degree,0.5303,0.0713,0.1004,0.1326,0.0015,0.0,0.0253,0.1103,0.0284,40.007452,-75.305207
New York,Public,Associate degree,0.281,0.3012,0.2178,0.1319,0.0027,0.0014,0.0222,0.0419,0.0,40.577222,-73.935812
California,Private For-profit,Certificate,0.0263,0.1316,0.6579,0.1316,0.0,0.0,0.0,0.0526,0.0,34.06133,-118.299476
